Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,RSI_14,ATR_14,MACD,MACD_hist,MACD_signal,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,Returns
2020-01-02,9.094494819641113,9.094494819641113,8.978961767945725,9.038209515739688,37774500,8.836915874481202,8.151332874298097,6.464787900447846,8.962915420532227,8.754732645474947,0.0,0.14028969837924038,-0.18926910056423907,0.0647292516255007,-0.11172031841840813,8.402775740657063,8.836915874481202,9.27105600830534,9.825602959010316,0.165475013452227,
2020-01-03,9.020437240600586,9.25446470512814,9.020437240600586,9.1478189635554,71595600,8.836915874481202,8.151332874298097,6.464787900447846,8.962915420532227,8.754732645474947,0.0,0.14028969837924038,-0.18926910056423907,0.0647292516255007,-0.11172031841840813,8.402775740657063,8.836915874481202,9.27105600830534,9.825602959010316,0.165475013452227,-0.008143121801618691
2020-01-06,9.127081871032715,9.16559308208681,8.872317875338188,9.014511812241434,81844000,8.836915874481202,8.151332874298097,6.464787900447846,8.962915420532227,8.754732645474947,9.972443683450157,0.14028969837924038,-0.18926910056423907,0.0647292516255007,-0.11172031841840813,8.402775740657063,8.836915874481202,9.27105600830534,9.825602959010316,0.165475013452227,0.011822556666336137
2020-01-07,9.091531753540039,9.147816488561038,9.0263591224213,9.130042391450635,32822000,8.836915874481202,8.151332874298097,6.464787900447846,8.962915420532227,8.754732645474947,9.627765476249293,0.14028969837924038,-0.18926910056423907,0.0647292516255007,-0.11172031841840813,8.402775740657063,8.836915874481202,9.27105600830534,9.825602959010316,0.165475013452227,-0.0038950146383044393
2020-01-08,9.035245895385742,9.115230174984479,8.958224059293808,9.09153119195837,48215600,8.836915874481202,8.151332874298097,6.464787900447846,8.962915420532227,8.754732645474947,9.091953549966233,0.14028969837924038,-0.18926910056423907,0.0647292516255007,-0.11172031841840813,8.402775740657063,8.836915874481202,9.27105600830534,9.825602959010316,0.165475013452227,-0.006191020356100085
2020-01-09,9.005624771118164,9.070797418082035,8.96118923502457,9.026361316959942,36102700,8.836915874481202,8.151332874298097,6.464787900447846,8.962915420532227,8.754732645474947,8.813953696134789,0.14028969837924038,-0.18926910056423907,0.0647292516255007,-0.11172031841840813,8.402775740657063,8.836915874481202,9.27105600830534,9.825602959010316,0.165475013452227,-0.0032783971361206588
2020-01-10,8.967110633850098,9.01747103916353,8.925636993279563,9.00265882287824,25397500,8.836915874481202,8.151332874298097,6.464787900447846,8.962915420532227,8.754732645474947,8.45208218833715,0.14028969837924038,-0.18926910056423907,0.0647292516255007,-0.11172031841840813,8.402775740657063,8.836915874481202,9.27105600830534,9.825602959010316,0.165475013452227,-0.004276675771744842
2020-01-13,8.984886169433594,9.014510041727217,8.949337409675575,8.990811056897993,30676800,8.836915874481202,8.151332874298097,6.464787900447846,8.962915420532227,8.754732645474947,10.282903833766738,0.14028969837924038,-0.18926910056423907,0.0647292516255007,-0.11172031841840813,8.402775740657063,8.836915874481202,9.27105600830534,9.825602959010316,0.165475013452227,0.001982303588002443
2020-01-14,8.887127876281738,8.967112162775084,8.818993364837056,8.955262387726423,39796500,8.836915874481202,8.151332874298097,6.464787900447846,8.962915420532227,8.754732645474947,9.193936918097817,0.14028969837924038,-0.18926910056423907,0.0647292516255007,-0.11172031841840813,8.402775740657063,8.836915874481202,9.27105600830534,9.825602959010316,0.165475013452227,-0.010880304024821985
2020-01-15,8.75381851196289,8.866389086261277,8.750856633980296,8.857501757228805,34405700,8.836915874481202,8.151332874298097,6.464787900447846,8.962915420532227,8.754732645474947,7.956525545045448,0.14028969837924038,-0.18926910056423907,0.0647292516255007,-0.11172031841840813,8.402775740657063,8.836915874481202,9.27105600830534,9.825602959010316,0.165475013452227,-0.015000275249175576
